"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2019 / 08","Queens","12","7634.8","516.2","925.7",,,,,,"4"
"2019 / 08","Queens","13","5650.7","518.7","896.6","273.7",,,,,"4"
"2019 / 08","Queens","14","3765.9","333.0","322.3","89.6",,,,,"4"
"2019 / 08","Staten Island","01","5865.8","726.9","724.3","207.4",,,,,"5"
"2019 / 08","Staten Island","02","5674.7","547.0","552.9",,,,,"12.8","5"
"2019 / 08","Staten Island","03","6077.2","734.2","757.1",,,,,,"5"
"2019 / 07","Bronx","01","3221.0","253.5","177.2","7.6",,,,,"2"
"2019 / 07","Bronx","02","8825.9","173.5","238.1",,,,,,"2"
"2019 / 07","Bronx","03","2212.3","140.4","235.4",,,,,,"2"
"2019 / 07","Bronx","04","4432.3","283.4","391.1","13.2",,,,,"2"
"2019 / 07","Bronx","05","3788.6","214.1","351.1",,,,,,"2"
"2019 / 07","Bronx","06","3327.7","234.3","238.1","14.6",,,,,"2"
"2019 / 07","Bronx","07","4137.3","313.5","478.7",,,,,,"2"
"2019 / 07","Bronx","08","2441.6","352.5","394.7","58.5",,,,,"2"
"2019 / 07","Bronx","09","4247.2","244.1","369.0",,,,,,"2"
"2019 / 07","Bronx","10","2708.5","302.1","445.2","100.2",,,,,"2"
"2019 / 07","Bronx","11","3335.3","305.0","375.6","102.9",,,,,"2"
"2019 / 07","Bronx","12","4238.1","403.9","660.5","242.5",,,,,"2"
"2019 / 07","Brooklyn","01","4902.3","565.3","483.0","55.8",,,,,"3"
"2019 / 07","Brooklyn","02","2744.4","511.7","403.9","71.2",,,,,"3"
"2019 / 07","Brooklyn","03","5013.8","382.6","409.6",,,,,,"3"
"2019 / 07","Brooklyn","04","4662.8","383.6","402.6",,,,,,"3"
"2019 / 07","Brooklyn","05","5610.9","310.8","477.0",,,,,,"3"
"2019 / 07","Brooklyn","06","2244.8","524.2","412.6","99.4",,,,"12.0","3"
"2019 / 07","Brooklyn","07","3621.9","460.7","426.4","81.4",,,,,"3"
"2019 / 07","Brooklyn","08","5966.1","322.6","314.1",,,,,,"3"
"2019 / 07","Brooklyn","09","3220.5","278.6","247.9",,,,,,"3"
"2019 / 07","Brooklyn","10","3880.5","536.2","476.1","101.3",,,,"1.0","3"
"2019 / 07","Brooklyn","11","8612.0","621.7","579.8","58.2",,,,"14.4","3"
"2019 / 07","Brooklyn","12","5205.1","524.3","374.1","55.3",,,,,"3"
"2019 / 07","Brooklyn","13","2954.3","283.3","243.4","34.0",,,,,"3"
"2019 / 07","Brooklyn","14","4926.7","472.7","398.2",,,,,,"3"
"2019 / 07","Brooklyn","15","4791.0","561.8","507.5","91.1",,,,,"3"
"2019 / 07","Brooklyn","16","3143.8","140.9","175.4","34.4",,,,,"3"
"2019 / 07","Brooklyn","17","5215.3","331.2","496.7",,,,,,"3"
"2019 / 07","Brooklyn","18","6280.9","578.2","666.9",,,,,,"3"
"2019 / 07","Manhattan","01","1583.1","362.0","239.8","26.4",,,,,"1"
"2019 / 07","Manhattan","02","2262.9","459.8","335.6",,,,,,"1"
"2019 / 07","Manhattan","03","6566.1","523.1","397.6",,,,,"37.0","1"
"2019 / 07","Manhattan","04","3429.9","693.5","375.5","48.2",,,,,"1"
"2019 / 07","Manhattan","05","1758.2","293.7","186.8",,,,,,"1"
"2019 / 07","Manhattan","06","3447.4","807.1","388.4","50.4",,,,,"1"
"2019 / 07","Manhattan","07","4942.5","1035.3","727.9","44.2",,,,"8.0","1"
"2019 / 07","Manhattan","08","5578.6","1081.2","723.5","26.8",,,,,"1"
"2019 / 07","Manhattan","09","2490.1","260.8","255.8","29.3",,,,,"1"
"2019 / 07","Manhattan","10","6637.4","309.4","296.2",,,,,"11.0","1"
"2019 / 07","Manhattan","11","2458.6","236.2","220.3",,,,,,"1"
"2019 / 07","Manhattan","12","5272.3","473.7","529.9","42.0",,,,,"1"
"2019 / 07","Queens","01","4435.5","651.7","673.6",,,,,,"4"
"2019 / 07","Queens","02","4111.3","606.4","441.1","87.1",,,,,"4"
"2019 / 07","Queens","03","5578.4","390.4","495.9",,,,,,"4"
"2019 / 07","Queens","04","4478.4","366.5","438.3",,,,,,"4"
"2019 / 07","Queens","05","5175.0","631.9","751.5","181.9",,,,,"4"
"2019 / 07","Queens","06","3040.5","417.5","367.5",,,,,,"4"
"2019 / 07","Queens","07","9504.8","1070.7","772.4","137.9",,,,,"4"
"2019 / 07","Queens","08","4102.7","477.2","427.6","68.0",,,,,"4"
"2019 / 07","Queens","09","4380.4","486.3","583.9","193.2",,,,,"4"
"2019 / 07","Queens","10","4347.3","391.9","571.9","62.7",,,,,"4"
"2019 / 07","Queens","11","3168.0","491.0","466.6","111.5",,,,,"4"
"2019 / 07","Queens","12","8046.5","531.2","969.5",,,,,,"4"
"2019 / 07","Queens","13","6017.1","503.1","933.3","295.0",,,,,"4"
"2019 / 07","Queens","14","4051.8","314.2","318.5","108.5",,,,,"4"
"2019 / 07","Staten Island","01","6213.7","777.3","765.8","201.7",,,,,"5"
"2019 / 07","Staten Island","02","5852.9","577.0","596.9",,,,,"26.3","5"
"2019 / 07","Staten Island","03","6653.0","800.4","803.1",,,,,,"5"
"2019 / 06","Bronx","01","3349.8","286.4","149.2","7.4",,,,,"2"
"2019 / 06","Bronx","02","8357.2","210.8","250.9",,,,,,"2"
"2019 / 06","Bronx","03","1887.3","105.4","163.6",,,,,,"2"
"2019 / 06","Bronx","04","4092.7","265.4","362.7","15.1",,,,,"2"
"2019 / 06","Bronx","05","3688.3","249.8","325.1",,,,,,"2"
"2019 / 06","Bronx","06","3195.1","203.4","168.3","15.0","37.9",,,,"2"
"2019 / 06","Bronx","07","3751.9","308.5","438.3",,,,,,"2"
"2019 / 06","Bronx","08","2343.1","348.1","350.5","66.6",,,,,"2"
"2019 / 06","Bronx","09","3835.3","235.0","367.8",,,,,,"2"
"2019 / 06","Bronx","10","2546.7","298.4","439.0","118.2",,,,,"2"
"2019 / 06","Bronx","11","3231.8","327.3","357.7","107.3",,,,,"2"
"2019 / 06","Bronx","12","3707.3","369.7","586.7","245.3",,,,,"2"
"2019 / 06","Brooklyn","01","5667.4","639.6","470.0","56.0",,,,,"3"
"2019 / 06","Brooklyn","02","2596.8","538.7","385.8","80.2","20.5",,,,"3"
"2019 / 06","Brooklyn","03","4855.5","367.3","352.0",,,,,,"3"
"2019 / 06","Brooklyn","04","4739.3","404.6","375.4",,,,,,"3"
"2019 / 06","Brooklyn","05","4936.5","238.5","390.3",,,,,,"3"
"2019 / 06","Brooklyn","06","2213.9","606.4","430.2","133.1","35.4",,,"15.8","3"
"2019 / 06","Brooklyn","07","3346.7","430.9","402.6","80.3",,,,,"3"
"2019 / 06","Brooklyn","08","5449.4","302.4","276.3",,"9.7",,,,"3"
"2019 / 06","Brooklyn","09","2979.3","304.3","224.4",,"38.8",,,,"3"
"2019 / 06","Brooklyn","10","3698.2","561.2","468.2","109.6","74.6",,,"0.8","3"
"2019 / 06","Brooklyn","11","8329.9","642.0","545.5","60.5",,,,"19.3","3"
"2019 / 06","Brooklyn","12","6135.6","627.3","431.2","58.4",,,,,"3"
"2019 / 06","Brooklyn","13","2831.6","281.1","216.7","32.6",,,,,"3"
"2019 / 06","Brooklyn","14","4809.4","510.6","440.2",,,,,,"3"
"2019 / 06","Brooklyn","15","4815.6","621.0","499.4","99.3",,,,,"3"
"2019 / 06","Brooklyn","16","3183.2","209.2","160.9","31.7",,,,,"3"
"2019 / 06","Brooklyn","17","4591.9","312.3","443.9",,,,,,"3"
"2019 / 06","Brooklyn","18","5802.6","564.8","639.8",,,,,,"3"
"2019 / 06","Manhattan","01","1592.4","428.5","268.8","23.1",,,,,"1"
"2019 / 06","Manhattan","02","2200.8","474.1","321.8",,"28.1",,,,"1"
"2019 / 06","Manhattan","03","6123.0","525.8","371.7",,"42.9",,,"35.8","1"
"2019 / 06","Manhattan","04","3338.9","714.9","376.1","42.0",,,,,"1"
"2019 / 06","Manhattan","05","1731.4","272.2","162.4",,,,,,"1"
"2019 / 06","Manhattan","06","3310.4","845.7","402.9","40.4",,,,,"1"
"2019 / 06","Manhattan","07","4911.0","1190.3","779.3","40.4","30.5",,,"11.0","1"
"2019 / 06","Manhattan","08","5746.0","1170.9","778.5","18.1",,,,,"1"
"2019 / 06","Manhattan","09","2283.6","318.1","270.1","25.2","47.8",,,,"1"
"2019 / 06","Manhattan","10","6112.3","259.3","269.1",,,,,"14.4","1"
"2019 / 06","Manhattan","11","2441.6","209.8","171.7",,"19.2",,,,"1"
"2019 / 06","Manhattan","12","4793.6","441.7","450.0","29.2","33.9",,,,"1"
"2019 / 06","Queens","01","4248.1","627.5","619.0",,,,,,"4"
"2019 / 06","Queens","02","4317.4","583.2","400.0","89.7",,,,,"4"
"2019 / 06","Queens","03","5008.8","368.3","458.6",,,,,,"4"
"2019 / 06","Queens","04","3996.1","331.0","402.7",,,,,,"4"
"2019 / 06","Queens","05","4858.1","644.4","723.8","179.9","51.4",,,,"4"
"2019 / 06","Queens","06","2753.3","403.0","344.3",,,,,,"4"
"2019 / 06","Queens","07","9258.5","1094.1","755.3","165.4",,,,,"4"
"2019 / 06","Queens","08","3950.6","518.2","416.3","73.8",,,,,"4"
"2019 / 06","Queens","09","4049.7","497.7","550.4","189.6","27.4",,,,"4"
"2019 / 06","Queens","10","4055.4","391.8","547.0","56.4",,,,,"4"
"2019 / 06","Queens","11","3204.8","515.5","451.0","119.9",,,,,"4"
"2019 / 06","Queens","12","7351.5","477.8","900.7",,,,,,"4"
"2019 / 06","Queens","13","5722.9","542.9","867.7","311.4",,,,,"4"
"2019 / 06","Queens","14","3741.8","326.0","304.4","86.0",,,,,"4"
"2019 / 06","Staten Island","01","5795.1","813.9","750.7","241.5",,,,,"5"
"2019 / 06","Staten Island","02","5672.6","600.9","579.5",,"27.7",,,"11.8","5"
"2019 / 06","Staten Island","03","6465.4","774.4","793.7",,"18.6",,,,"5"
"2019 / 05","Bronx","01","3473.6","246.5","134.3","10.0",,,,,"2"
"2019 / 05","Bronx","02","8692.8","241.8","319.5",,,,,,"2"
"2019 / 05","Bronx","03","2080.1","127.7","195.9",,,,,,"2"
"2019 / 05","Bronx","04","4325.5","262.9","336.1","19.6",,,,,"2"
"2019 / 05","Bronx","05","3896.6","227.9","315.9",,,,,,"2"
"2019 / 05","Bronx","06","3367.9","219.1","218.2","17.1","58.0",,,,"2"
"2019 / 05","Bronx","07","4077.6","315.5","461.6",,,,,,"2"
"2019 / 05","Bronx","08","2537.0","338.0","356.6","74.9",,,,,"2"
"2019 / 05","Bronx","09","4193.4","227.5","358.1",,,,,,"2"
"2019 / 05","Bronx","10","2766.7","307.3","448.3","136.4",,,,,"2"
"2019 / 05","Bronx","11","3546.9","321.3","374.4","123.4",,,,,"2"
"2019 / 05","Bronx","12","4065.5","378.6","581.8","263.3",,,,,"2"
"2019 / 05","Brooklyn","01","5798.3","707.3","517.3","61.9",,,,,"3"
"2019 / 05","Brooklyn","02","2820.7","542.0","427.3","95.0","45.3",,,,"3"
"2019 / 05","Brooklyn","03","5166.6","402.1","368.8",,,,,,"3"
"2019 / 05","Brooklyn","04","4964.3","391.4","372.8",,,,,,"3"
"2019 / 05","Brooklyn","05","5299.2","258.8","435.8",,,,,,"3"
"2019 / 05","Brooklyn","06","2411.7","605.2","463.1","140.0","58.1",,,"11.4","3"
"2019 / 05","Brooklyn","07","3596.7","403.7","411.2","75.2",,,,,"3"
"2019 / 05","Brooklyn","08","6043.9","293.8","285.9",,"18.1",,,,"3"
"2019 / 05","Brooklyn","09","3165.3","323.1","271.6",,"65.7",,,,"3"
"2019 / 05","Brooklyn","10","3969.5","521.4","483.1","98.7","119.4",,,"0.2","3"
"2019 / 05","Brooklyn","11","8881.8","618.6","592.7","66.3",,,,"15.4","3"
"2019 / 05","Brooklyn","12","6630.5","708.7","492.3","55.8",,,,,"3"
"2019 / 05","Brooklyn","13","3089.3","302.3","244.9","33.2",,,,,"3"
"2019 / 05","Brooklyn","14","5142.8","464.6","379.7",,,,,,"3"
"2019 / 05","Brooklyn","15","5219.6","612.0","529.8","96.0",,,,,"3"
"2019 / 05","Brooklyn","16","3324.0","190.0","183.9","35.0",,,,,"3"
"2019 / 05","Brooklyn","17","4846.5","305.5","455.9",,,,,,"3"
"2019 / 05","Brooklyn","18","6118.8","556.3","659.1",,,,,,"3"
"2019 / 05","Manhattan","01","1698.1","446.5","280.5","27.4",,,,,"1"
"2019 / 05","Manhattan","02","2487.4","492.9","347.9",,"37.9",,,,"1"
"2019 / 05","Manhattan","03","6761.8","570.7","437.7",,"61.1",,,"34.6","1"
"2019 / 05","Manhattan","04","3569.7","803.5","446.9","47.0",,,,,"1"
"2019 / 05","Manhattan","05","1865.1","308.3","202.5",,,,,,"1"
"2019 / 05","Manhattan","06","3546.7","938.7","471.7","45.9",,,,,"1"
"2019 / 05","Manhattan","07","5356.0","1196.6","800.3","43.0","57.2",,,"8.4","1"
"2019 / 05","Manhattan","08","6224.3","1291.8","859.1","19.5",,,,,"1"
"2019 / 05","Manhattan","09","2585.9","324.1","310.5","28.2","88.6",,,,"1"
"2019 / 05","Manhattan","10","6772.2","309.4","313.7",,,,,"10.3","1"
"2019 / 05","Manhattan","11","2659.5","251.0","219.3",,"31.5",,,,"1"
"2019 / 05","Manhattan","12","5293.7","514.7","555.4","31.4","53.3",,,,"1"
"2019 / 05","Queens","01","4727.7","601.3","627.4",,,,,,"4"
"2019 / 05","Queens","02","4529.3","600.9","418.1","87.6",,,,,"4"
"2019 / 05","Queens","03","5481.4","387.8","498.1",,,,,,"4"
"2019 / 05","Queens","04","4321.9","344.3","427.0",,,,,,"4"
"2019 / 05","Queens","05","5239.0","630.4","744.4","187.3","79.9",,,,"4"
"2019 / 05","Queens","06","2997.2","420.9","367.4",,,,,,"4"
"2019 / 05","Queens","07","9829.4","1072.0","749.9","181.9",,,,,"4"
"2019 / 05","Queens","08","4241.3","509.3","428.9","80.2",,,,,"4"
"2019 / 05","Queens","09","4351.1","444.7","537.8","203.3","40.9",,,,"4"
"2019 / 05","Queens","10","4289.4","378.7","516.4","66.7",,,,,"4"
"2019 / 05","Queens","11","3445.9","491.0","493.5","143.1",,,,,"4"
"2019 / 05","Queens","12","7806.2","473.8","875.6",,,,,,"4"
"2019 / 05","Queens","13","6133.1","545.3","824.5","331.2",,,,,"4"
"2019 / 05","Queens","14","3921.7","304.7","284.7","104.7",,,,,"4"
"2019 / 05","Staten Island","01","6260.5","749.4","702.1","289.8",,,,,"5"
"2019 / 05","Staten Island","02","6067.6","586.7","577.7",,"46.7",,,"15.2","5"
"2019 / 05","Staten Island","03","7368.1","840.9","838.0",,"30.8",,,,"5"
"2019 / 04","Bronx","01","3268.9","246.1","160.4","9.2",,,,,"2"
"2019 / 04","Bronx","02","8708.6","185.7","255.5",,,,,,"2"
"2019 / 04","Bronx","03","2082.0","128.0","196.4",,,,,,"2"
"2019 / 04","Bronx","04","4235.6","261.5","371.2","15.2",,,,,"2"
"2019 / 04","Bronx","05","3820.8","236.3","336.3",,,,,,"2"
"2019 / 04","Bronx","06","3222.8","200.5","199.4","12.1","34.7",,,,"2"
"2019 / 04","Bronx","07","4011.1","284.0","455.5",,,,,,"2"
"2019 / 04","Bronx","08","2436.7","333.4","371.9","76.4",,,,,"2"
"2019 / 04","Bronx","09","3878.2","209.0","340.7",,,,,,"2"
"2019 / 04","Bronx","10","2530.1","289.4","405.6","116.6",,,,,"2"
"2019 / 04","Bronx","11","3236.5","305.0","344.5","89.4",,,,,"2"
"2019 / 04","Bronx","12","3734.0","366.3","571.1","187.7",,,,,"2"
"2019 / 04","Brooklyn","01","6700.2","681.2","482.1","54.4",,,,,"3"
"2019 / 04","Brooklyn","02","2630.4","501.6","382.3","82.0","39.6",,,,"3"
"2019 / 04","Brooklyn","03","4840.8","384.6","374.2",,,,,,"3"
"2019 / 04","Brooklyn","04","4557.9","347.8","351.8",,,,,,"3"
"2019 / 04","Brooklyn","05","4897.8","250.0","396.9",,,,,,"3"
"2019 / 04","Brooklyn","06","2265.9","555.4","414.5","126.5","37.7",,,"11.1","3"
"2019 / 04","Brooklyn","07","3383.1","426.6","395.7","72.5",,,,,"3"
"2019 / 04","Brooklyn","08","5993.9","324.1","299.5",,"12.4",,,,"3"
"2019 / 04","Brooklyn","09","3146.3","267.3","230.3",,"46.8",,,,"3"
"2019 / 04","Brooklyn","10","3644.4","492.9","431.0","78.1","87.1",,,,"3"
"2019 / 04","Brooklyn","11","8235.7","590.4","524.7","58.0",,,,"12.5","3"
"2019 / 04","Brooklyn","12","8068.9","844.3","517.9","46.2",,,,,"3"
"2019 / 04","Brooklyn","13","2819.6","273.5","219.3","24.9",,,,,"3"
"2019 / 04","Brooklyn","14","5279.1","535.9","421.7",,,,,,"3"
"2019 / 04","Brooklyn","15","5085.6","600.8","511.2","74.5",,"8.7",,,"3"
"2019 / 04","Brooklyn","16","3112.3","141.3","140.1","27.4",,,,,"3"
"2019 / 04","Brooklyn","17","4513.6","296.3","406.4",,,,,,"3"
"2019 / 04","Brooklyn","18","5597.5","541.3","562.9",,,,,,"3"
"2019 / 04","Manhattan","01","1597.5","380.2","250.4","23.4",,,,,"1"
"2019 / 04","Manhattan","02","2342.6","487.3","346.1",,"26.9",,,,"1"
"2019 / 04","Manhattan","03","6261.7","479.5","370.9",,"44.4",,,"37.6","1"
"2019 / 04","Manhattan","04","3401.6","683.5","364.7","39.6",,,,,"1"
"2019 / 04","Manhattan","05","1739.3","288.9","186.8",,,,,,"1"
"2019 / 04","Manhattan","06","3364.2","799.6","398.6","40.7",,,,,"1"
"2019 / 04","Manhattan","07","5121.7","1110.5","781.4","37.0","35.6",,,"8.3","1"
"2019 / 04","Manhattan","08","6076.3","1172.6","798.0","17.5",,,,,"1"
"2019 / 04","Manhattan","09","2353.3","252.8","250.9","27.1","64.1",,,,"1"
"2019 / 04","Manhattan","10","6382.7","269.7","280.7",,,,,"11.8","1"
"2019 / 04","Manhattan","11","2498.4","215.7","191.0",,"18.5",,,,"1"
"2019 / 04","Manhattan","12","5030.3","434.8","490.4","28.4","36.2",,,,"1"
"2019 / 04","Queens","01","4356.2","596.6","640.5",,,,,,"4"
"2019 / 04","Queens","02","4166.2","550.6","409.1","76.3",,,,,"4"
"2019 / 04","Queens","03","5066.3","334.3","448.7",,,,,,"4"
"2019 / 04","Queens","04","3995.7","301.6","391.7",,,,,,"4"
"2019 / 04","Queens","05","4928.0","603.2","714.9","158.6","54.9",,,,"4"
"2019 / 04","Queens","06","2922.0","399.3","368.2",,,,,,"4"
"2019 / 04","Queens","07","8840.9","997.6","726.4","158.3",,,,,"4"
"2019 / 04","Queens","08","3978.8","467.6","430.3","60.6",,,,,"4"
"2019 / 04","Queens","09","4008.1","435.6","529.0","181.4","31.5",,,,"4"
"2019 / 04","Queens","10","3822.6","364.6","499.6","58.0",,,,,"4"
"2019 / 04","Queens","11","3042.7","466.4","449.7","126.5",,,,,"4"
"2019 / 04","Queens","12","6936.0","454.4","812.3",,,,,,"4"
"2019 / 04","Queens","13","5439.7","463.4","763.4","225.3",,,,,"4"
"2019 / 04","Queens","14","3663.6","283.5","261.3","76.5",,,,,"4"
"2019 / 04","Staten Island","01","5832.2","715.8","688.4","215.3",,,,,"5"
"2019 / 04","Staten Island","02","5484.5","560.6","560.5",,"35.3",,,"15.9","5"
"2019 / 04","Staten Island","03","6382.6","722.2","718.9",,"21.4",,,,"5"
"2019 / 03","Bronx","01","3226.8","236.1","135.4","9.8",,,,,"2"
"2019 / 03","Bronx","02","8736.6","214.5","258.7",,,,,,"2"
"2019 / 03","Bronx","03","2056.2","123.3","162.1",,,,,,"2"
"2019 / 03","Bronx","04","4176.0","259.8","345.4","17.1",,,,,"2"
